NPA,Area-2020,Age_of_Residents-2021,Tree_Canopy-2012,Impervious_Surface-2023,Housing_Density-2023,Housing_Size-2023,Housing_Age-2023,New_Residential-2023,Residential_Renovation-2023,Commuters_Driving_Alone-2022,Vacant_Land-2023,Youth_Population-2022,Older_Adult_Population-2022,White_Population-2020,Black_Population-2020,Asian_Population-2020,All_Other_Races-2020,Hispanic_Latino-2020,Commercial_Construction-2023,Bachelors_Degree-2022,Early_Care_Proximity-2023,School_Age_Proximity-2023,Recycling_Participation-2022,Solid_Waste-2022,Solid_Waste_Diversion_Rate-2022,Electricity_Consumption-2013,Water_Consumption-2022,Low_Cost_Healthcare_Proximity-2022,Home_Ownership-2022,Single_Family_Housing-2023,Residential_Occupancy-2022,Nuisance_Violations-2022,Long_Commute -2022,Bicycle_Friendliness-2023,Street_Connectivity-2022,Transit_Proximity-2023,Household_Income-2021,Employment_Rate-2022,High_School_Diploma-2022,Rental_Costs-2021,Commercial_Space-2023,Commercial_Building_Age-2023,Adopt_a_Stream-2023,Transit_Ridership-2022,Grocery_Proximity-2023,Pharmacy_Proximity-2022,Population_Density-2020,Voter_Participation-2022,Residential_Tree_Canopy-2012,Library_Card_Prevalence-2018,311_Request_Rate-2022,Rental_Houses-2023,Births_to_Adolescents-2019,Low_Birthweight-2019,Prenatal_Care-2019,Age_of_Death-2019,Violent_Crime_Rate-2022,Property_Crime_Rate-2022,Disorder_Call_Rate-2022,Animal_Control_Call_Rate-2022,Proficiency_Elementary_School-2023,Proficiency_Middle_School-2023,Proficiency_High_School-2023,Highschool_Graduation_Rate-2023,Student_Absenteeism-2023,Neighborhood_School_Attendance-2023,Housing_Violations-2023,Foreclosures-2023,Adopt_a_Street-2023,Board_Committee_Participation-2023,Neighborhood_Organizations-2021,Park_Proximity-2023,Job_Density-2019,Home_Sale_Price-2023,Natural_Gas_Consumption-2013,Fire_Call_Rate-2021,Fincancial_Services_Proximity-2023,Public_Nutrition_Assistance-2023,Public_Health_Insurance -2017,Subsidized_Housing-2023,Residential_Demolitions-2023
234,1294.7,31.0,63.54986890566045,14.943576227559753,2.0,1880.0,32.0,0.8,1.9,80.26941362916006,27.71133759,31.08996147745298,4.713346929526399,22.08,27.7,4.6,4.14,41.48,0.5,29.40956651718984,47.09950058,95.96619285,60.5,6.0,31.2,1224.0,148.0,49.6331463098834,73.50585335797905,42.18209758,96.37767220902612,6.128614588,61.41045958795562,1.6,1.162679426,78.60161352,50791.0,95.63399907106364,74.06576980568012,1020.0,9742.635294,36.0,67.71539575,15.41586538,,0.0,3.0,44.8988764,64.0,29.05,39.23699422,32.24043716,5.31,10.62,38.94,72.0,9.017341040462428,57.34104046242774,152.83236994219652,32.83236994219653,0.3101851851851852,0.2836538461538461,0.3835616438356164,0.8571428571428571,0.2547263681592039,0.5850746268656717,0.153668844,0.0,9.059238544,0.231213873,4.0,54.01459854,0.61,1205319.0,49.0,34.45,,,35.0,0.0,0.0
235,491.553,44.1,63.44413545131796,18.13250002319069,1.9,2349.0,51.0,4.7,6.7,100.0,2.288791834,21.875,15.070564516129032,79.88,5.52,3.19,5.95,5.47,0.2,68.99930020993702,46.56652361,46.56652361,60.2,10.0,34.9,1103.0,152.0,0.858369098712446,59.41320293398533,81.00858369,100.0,4.935622318,42.5414364640884,1.4,1.137614679,75.32188841,112222.0,88.54545454545455,94.82155353393982,1554.0,5102.666667,24.0,36.24149086,5.256410256,0.858369099,1.82,4.0,71.61989796,67.3,25.55,46.38439581,7.947019868,0.0,1.54,72.31,80.0,0.4757373929590866,6.184586108468126,18.553758325404377,15.699333967649858,0.8048780487804879,0.7692307692307693,0.8695652173913043,1.0,0.0887096774193548,0.5645161290322581,0.0,0.0,10.8752652,0.475737393,0.0,65.66523605,0.44,358625.0,58.0,15.22,2.038626609,,4.0,0.0,1.1
236,718.701,60.9,48.06050197114025,18.075267323777737,0.6,4589.0,27.0,34.8,3.4,100.0,6.712093395,22.51533742331288,44.11042944785276,84.51,1.14,4.51,4.78,5.05,0.7,70.16706443914082,0.0,70.68965517,78.7,7.0,32.1,2394.0,233.0,19.2019950124688,47.91914387633769,100.0,89.85042735042735,3.49127182,56.04395604395605,1.3,1.126984127,37.43842365,80000.0,96.69811320754717,100.0,3310.0,40139.82609,28.0,47.61502778,18.03846154,4.926108374,14.71,2.0,72.35438884,56.6,16.02,19.93265993,8.866995074,0.0,0.0,71.43,89.0,0.6734006734006733,9.427609427609427,19.52861952861953,8.754208754208754,0.625,0.7142857142857143,,,0.1612903225806451,0.6612903225806451,0.0,0.152207002,32.65395812,0.0,1.0,72.16748768,0.85,299955.0,93.0,36.36,,,1.0,0.0,0.0
237,957.334,30.3,51.6075012510663,10.19679532752738,1.2,1562.0,30.0,1.6,1.8,79.71830985915493,10.53072736,28.82725485913955,8.102205721773313,12.99,54.88,4.52,4.19,23.42,0.3,28.12130760141788,91.79916318,88.11715481,61.4,8.0,31.8,1024.0,163.0,0.0,66.49292628443783,93.72384937,95.58718861209964,16.31799163,61.29577464788733,1.7,1.184615385,95.23012552,52266.0,97.41935483870968,80.62229224103979,1140.0,3421.896552,48.0,0.0,6.276923077,14.64435146,0.0,3.0,41.55609168,51.7,17.86,49.02912621,30.08928571,2.91,14.56,46.6,71.0,4.550970873786408,15.776699029126217,64.92718446601943,43.38592233009709,0.2920353982300885,0.3951612903225806,0.25,0.8780487804878049,0.2640364188163884,0.5993930197268589,0.753138075,0.0,8.474656187,0.0,1.0,45.52301255,0.4,345478.0,42.0,33.98,16.82008368,,26.0,6.359832636,0.0
238,549.859,38.2,49.47199584262323,16.336731263758054,1.8,1486.0,42.0,0.9,3.0,90.79837618403248,6.892646994,22.376973073351905,16.527390900649955,13.5,58.34,3.21,4.08,20.87,0.2,18.48567530695771,86.40483384,83.18227593,71.6,9.0,17.2,974.0,147.0,12.7016129032258,71.7660292463442,87.41188318,100.0,23.08467742,62.5169147496617,1.6,1.166666667,78.95266868,44766.0,98.0968858131488,89.83628922237381,1416.0,21351.22857,43.0,,,29.30513595,28.63,4.0,45.9478506,55.3,19.82,60.06587073,30.29953917,7.69,9.62,48.08,74.0,6.99876492383697,21.81967888019761,65.45903664059284,45.28612597776864,0.2985074626865671,0.3495145631067961,0.358974358974359,0.9487179487179488,0.2818930041152263,0.5925925925925926,0.201409869,0.0,17.39823073,0.823384109,2.0,48.84189325,1.03,516902.0,49.0,25.52,46.12286002,,24.0,0.0,0.0
240,393.515,43.0,49.7158779636284,23.68241798962496,3.0,1485.0,60.0,10.2,3.6,84.55188679245283,5.832444748,18.686567164179102,9.55223880597015,56.9,21.55,3.09,5.87,12.59,1.5,45.86872586872587,84.68776732,99.4011976,68.8,9.0,27.1,807.0,114.0,85.7388316151202,42.27544910179641,49.8716852,87.80231335436383,32.04467354,65.68396226415094,1.6,1.224,100.0,55089.0,91.8189730200174,94.74903474903476,981.0,7682.689655,48.0,100.0,55.32142857,85.28656972,100.0,5.0,59.82498011,70.1,16.42,48.45306765,34.6483705,2.0,2.0,58.0,71.0,2.097535395909806,91.76717357105402,135.29103303618248,49.81646565285789,0.56,0.3928571428571428,0.3333333333333333,0.9,0.1131221719457013,0.4841628959276018,0.256629598,0.0,0.079564283,0.524383849,2.0,77.33105218,1.4,338150.0,44.0,40.38,88.79384089,,15.0,0.0,1.7
241,568.963,48.6,61.3154428147397,18.26083612278471,1.3,3571.0,34.0,0.4,7.3,89.54545454545455,1.254765183,18.46965699208443,27.35268249780124,88.91,1.0,2.85,3.95,3.3,0.5,89.1832229580574,0.0,,66.6,8.0,32.7,1720.0,255.0,0.0,97.05304518664047,85.25896414,91.54676258992804,3.050397878,65.0,1.5,1.112149533,56.97211155,166482.0,100.0,97.682119205298,,13635.5,34.0,0.0,0.596153846,,0.0,4.0,75.01565435,68.1,22.05,42.17891054,3.738317757,0.0,0.0,52.0,73.0,0.4997501249375312,8.495752123938031,8.995502248875562,20.989505247376314,0.9056603773584906,0.875,1.0,1.0,0.0384615384615384,0.811965811965812,0.0,0.0,28.97394394,1.499250375,0.0,63.34661355,0.49,467122.0,73.0,37.48,,,1.0,0.0,0.0
242,279.358,30.0,41.48522109232775,12.506512552574913,2.0,1966.0,18.0,28.3,3.9,94.31345353675452,18.60406782,27.527792482795128,9.475913181577551,12.35,62.59,2.41,4.14,18.52,28.3,37.52107925801012,0.0,65.70397112,52.6,7.0,31.1,990.0,169.0,0.0,62.52465483234714,100.0,96.38783269961976,43.08300395,59.500693481276,1.7,1.343283582,,77598.0,85.57168784029038,96.20573355817876,1616.0,5079.5,36.0,0.0,,,0.0,6.0,38.97795591,21.8,18.73,42.65432099,30.86642599,5.56,8.33,52.78,64.0,1.2345679012345678,11.11111111111111,22.839506172839503,20.37037037037037,0.5138888888888888,0.375,0.4,0.96,0.2363636363636363,0.5974025974025974,0.180505415,0.0,0.0,1.851851852,0.0,66.06498195,0.06,698039.0,56.0,29.01,,,17.0,0.0,0.0
243,543.404,32.4,68.98969888263983,7.960129053417808,1.8,1848.0,6.0,1.1,3.6,88.31521739130434,30.83062618,43.39419978517723,4.618689581095596,19.42,45.38,3.27,6.44,25.48,1.1,21.676891615541923,28.96907216,28.96907216,75.7,7.0,18.8,1481.0,138.0,0.0,100.0,100.0,100.0,5.817782656,57.60869565217392,1.6,1.5125,0.206185567,66201.0,96.88311688311688,81.18609406952966,,,,0.0,,,0.0,2.0,42.9454171,69.4,7.14,95.86538462,14.84536082,0.0,25.0,68.75,,2.8846153846153846,14.423076923076923,70.1923076923077,31.73076923076923,0.5138888888888888,0.4155844155844156,0.238095238095238,0.8461538461538461,0.2015113350125944,0.5919395465994962,0.0,0.0,0.0,0.0,0.0,,0.02,,44.0,20.19,,,9.0,0.0,0.0
244,693.807,42.4,58.701758380072846,7.1717418734611655,1.0,1719.0,32.0,0.1,4.0,87.86919831223628,27.35869147,25.35496957403652,15.770791075050711,19.29,46.89,4.56,5.36,23.9,0.3,41.660319878141664,47.85714286,47.85714286,67.1,8.0,24.2,1053.0,150.0,0.0,79.86842105263158,100.0,98.19121447028424,38.0,79.64135021097046,1.4,1.106666667,9.714285714,68459.0,97.47427502338635,84.23457730388424,1217.0,,,34.91275977,,,0.0,3.0,50.55452865,61.2,20.08,44.10503751,23.28571429,0.0,0.0,66.67,71.0,0.0,11.2540192926045,34.29796355841372,24.115755627009644,0.4285714285714285,0.3188405797101449,0.5172413793103449,0.8461538461538461,0.2247191011235955,0.5561797752808989,0.714285714,0.0,0.0,0.0,1.0,68.14285714,0.02,233600.0,49.0,26.26,,,18.0,0.0,1.4
245,175.902,34.4,61.03090185641909,23.72933242067964,4.8,1713.0,51.0,0.0,1.7,85.06151142355009,3.045037788,16.86526122823098,7.6076993583868,26.76,43.93,2.92,6.52,19.87,1.7,36.477987421383645,98.69822485,98.69822485,66.7,6.0,27.6,751.0,155.0,0.0,55.04201680672269,25.79881657,93.51669941060904,7.1875,65.02636203866432,1.7,1.297297297,100.0,69261.0,91.36904761904762,72.95597484276729,1032.0,3429.7,45.0,,16.91923077,,0.0,8.0,42.00298954,68.1,33.36,33.65817091,27.98165138,5.33,14.67,33.33,68.0,5.997001499250374,20.23988005997001,92.9535232383808,26.986506746626684,0.35,0.2,0.125,1.0,0.3459915611814346,0.6666666666666666,1.065088757,0.0,20.59204654,0.0,1.0,78.93491124,0.43,521795.0,40.0,28.49,,,28.0,7.5,0.0
246,285.354,40.4,45.41669284860902,34.70840295663642,4.2,2097.0,50.0,0.0,1.4,92.74563820018363,2.735126187,14.015675426463808,9.497464269248502,27.4,47.49,1.21,7.62,16.28,7.0,37.528216704288944,69.0515807,90.18302829,59.7,6.0,26.9,803.0,138.0,0.0,22.86135693215339,12.2296173,100.0,3.743760399,60.51423324150596,1.5,1.275362319,100.0,36392.0,85.93856655290102,96.8961625282167,1067.0,11277.51724,29.0,,24.97596154,,55.49,8.0,42.5567704,53.7,25.54,29.37219731,17.00680272,0.0,15.09,67.92,70.0,5.829596412556054,34.08071748878924,102.69058295964126,24.2152466367713,0.3043478260869565,0.2765957446808511,0.3703703703703703,0.8461538461538461,0.2775919732441471,0.5852842809364549,1.247920133,0.0,0.0,0.0,2.0,99.75041597,2.74,299833.0,42.0,51.12,35.10815308,,21.0,0.0,0.0
247,130.755,26.8,43.49795392667912,34.34671601238742,3.5,2093.0,38.0,0.0,0.0,11.838006230529595,21.21834014,19.950124688279303,9.351620947630924,2.87,44.36,0.0,1.63,51.15,16.1,20.240480961923847,100.0,100.0,65.2,9.0,22.0,1772.0,205.0,100.0,4.712041884816754,3.930131004,92.94403892944038,15.50218341,70.7165109034268,1.3,1.208333333,100.0,,100.0,69.53907815631263,852.0,20135.05128,34.0,,19.07417582,100.0,100.0,8.0,22.67657993,41.2,18.06,10.03824092,50.0,0.0,0.0,47.22,,18.16443594646272,69.78967495219885,239.0057361376673,13.38432122370937,0.2142857142857142,0.1555555555555555,0.1428571428571428,1.0,0.3846153846153846,0.6495726495726496,3.056768559,0.0,63.23071729,0.0,0.0,,3.98,403833.0,49.0,45.89,91.70305677,,31.0,0.0,0.0
248,161.673,34.3,47.72203895832294,27.754915969850465,3.9,2112.0,41.0,0.0,0.0,54.95750708215298,3.954680807,30.71079761258817,2.821486706456864,19.09,47.84,0.97,7.84,24.26,1.2,24.59546925566343,55.52050473,100.0,40.4,6.0,25.5,2388.0,377.0,0.0,0.0,1.261829653,91.72749391727494,2.208201893,28.13975448536355,1.4,1.148148148,100.0,46184.0,100.0,95.06472491909383,1130.0,6622.0,44.0,100.0,55.0,,52.37,10.0,28.99224806,55.0,22.03,12.88753799,100.0,0.0,7.58,46.97,53.0,7.90273556231003,35.86626139817629,93.61702127659576,38.297872340425535,0.2,0.1724137931034483,0.1818181818181818,0.9166666666666666,0.3047945205479452,0.6815068493150684,2.681388013,0.0,0.0,0.0,0.0,100.0,1.3,524483.0,27.0,31.0,48.26498423,,25.0,0.0,0.0
249,128.212,18.8,32.354938624595555,29.271894073400368,4.1,1364.0,53.0,0.0,0.0,48.53372434017595,0.0,49.765917602996254,1.7790262172284643,4.35,28.75,2.72,1.79,62.39,1.6,3.1385281385281383,100.0,100.0,45.1,7.0,18.4,1755.0,153.0,100.0,7.915057915057915,10.1532567,100.0,14.55938697,78.4457478005865,1.6,1.0,100.0,30078.0,82.31292517006803,43.50649350649351,992.0,4478.428571,39.0,,11.11188811,98.27586207,100.0,10.0,31.87250996,36.4,13.82,16.55011655,39.62264151,12.5,9.38,39.06,53.0,19.425019425019425,67.59906759906761,165.5011655011655,24.087024087024087,0.1511627906976744,0.1973684210526315,0.2777777777777778,0.8333333333333334,0.3194103194103194,0.6633906633906634,0.383141762,0.0,21.24036477,0.0,0.0,100.0,2.16,457784.0,64.0,69.93,,,27.0,0.0,0.0
250,252.885,39.5,37.39415122769645,11.700834428141029,1.3,2368.0,27.0,0.0,2.0,100.0,17.16276481,14.668218859138532,2.444703143189756,33.2,51.67,2.38,3.88,8.87,2.0,49.48275862068965,90.27355623,65.65349544,82.6,10.0,60.6,909.0,145.0,78.6585365853658,76.65952890792292,54.10334347,100.0,7.62195122,68.73156342182891,1.5,1.317073171,79.63525836,63512.0,94.86803519061584,100.0,1646.0,11557.57143,15.0,100.0,7.528846154,4.559270517,0.0,6.0,56.76190476,43.6,16.08,16.38390693,23.59550562,0.0,13.33,53.33,64.0,0.4847309743092583,4.362578768783325,11.6335433834222,2.90838584585555,0.2631578947368421,0.2,,1.0,0.2371134020618556,0.5360824742268041,0.0,0.0,11.03922591,0.0,0.0,,0.28,215200.0,40.0,18.9,11.85410334,,10.0,0.0,0.0
251,299.883,36.1,37.17609133899617,15.763753912354504,2.4,2470.0,20.0,0.0,7.7,93.18541996830427,11.42894799,28.680897646414888,10.50903119868637,23.2,57.73,4.47,5.8,8.8,2.3,52.910512597741096,97.17114569,97.17114569,68.1,8.0,32.1,1075.0,168.0,15.7001414427157,87.71653543307086,100.0,91.10473457675752,12.44695898,64.97622820919176,1.5,1.170731707,38.61386139,82321.0,95.79545454545456,95.13466550825368,1810.0,736.0,22.0,100.0,,,0.0,7.0,53.4351145,27.4,18.02,44.65049929,30.69306931,0.0,13.73,58.82,62.0,3.804089396100808,9.98573466476462,30.908226343319065,20.446980504041843,0.4864864864864865,0.3703703703703703,0.2857142857142857,0.868421052631579,0.1951219512195122,0.5335365853658537,0.282885431,0.0,0.0,0.0,0.0,43.70579915,0.24,392341.0,58.0,21.4,,,10.0,0.0,0.0
252,245.567,43.9,61.05033203457302,11.223590457560226,1.5,2374.0,31.0,0.0,2.0,90.6926406926407,7.598751775,10.09573542210618,16.187989556135772,55.25,29.77,2.55,4.89,7.54,2.0,48.58611825192802,24.31693989,24.31693989,64.8,7.0,26.7,1185.0,163.0,0.0,81.92219679633868,100.0,95.83333333333334,3.581267218,45.45454545454545,1.5,1.0,18.03278689,88816.0,81.23249299719888,96.91516709511568,,1716.0,60.0,100.0,,19.12568306,18.46,4.0,62.07407407,61.7,16.35,51.47808359,16.93989071,0.0,25.0,75.0,69.0,0.0,8.154943934760448,34.65851172273191,23.44546381243629,0.4210526315789473,0.5882352941176471,0.625,0.8571428571428571,0.1983471074380165,0.5867768595041323,0.0,0.0,46.07709243,1.019367992,1.0,83.33333333,0.15,329986.0,60.0,19.37,,,6.0,0.0,2.7
253,643.373,41.6,37.027672554493776,19.88514428253637,1.9,2606.0,29.0,0.0,1.7,87.97653958944281,0.0,22.6378896882494,13.908872901678656,71.29,8.72,7.75,5.47,6.77,5.8,67.57990867579909,2.265100671,2.265100671,85.5,10.0,37.6,1117.0,205.0,21.0633946830265,65.11904761904762,41.44295302,94.3820224719101,1.124744376,67.44868035190615,1.7,1.298850575,88.75838926,109318.0,98.0672268907563,97.19504240052184,1685.0,100288.24,16.0,100.0,12.375,33.55704698,40.9,3.0,62.80447663,56.3,22.9,27.13358071,11.13360324,2.44,12.2,68.29,83.0,0.0,13.450834879406306,39.42486085343228,8.348794063079778,0.84375,0.873015873015873,0.71875,0.9130434782608696,0.0921052631578947,0.7263157894736842,0.0,0.0,43.13325947,0.463821892,0.0,100.0,9.5,312764.0,39.0,33.4,50.83892617,,3.0,0.0,0.0
254,1419.81,28.8,60.99408462174189,22.823887041574626,1.3,1632.0,62.0,11.9,0.0,83.70672097759673,28.6178051,9.090909090909092,0.0,34.46,35.4,16.76,3.29,10.1,2.8,53.768844221105525,44.37739989,44.81623697,55.0,8.0,20.9,856.0,103.0,29.5698924731182,8.652482269503546,1.974766868,92.15686274509804,8.602150538,31.77189409368636,1.6,1.319327731,100.0,60000.0,89.44020356234097,100.0,1366.0,43700.03073,21.0,93.96454582,3.811414392,1.700493692,92.38,1.0,41.33635334,72.2,11.74,13.39075959,47.22222222,0.0,8.0,68.0,70.0,8.613938919342209,81.44087705559906,172.27877838684418,32.88958496476116,0.25,0.2,,0.8571428571428571,0.3412698412698413,0.4523809523809524,0.164563906,0.08984726,45.11244973,0.783085356,0.0,65.38672518,10.75,316484.0,38.0,91.62,41.30554032,,5.0,0.0,0.0
255,474.228,44.7,48.26440646815824,24.13090015566617,3.2,3233.0,26.0,0.0,2.5,83.92664509169363,6.110543522,21.59392789373814,14.648956356736242,66.83,7.74,14.06,4.51,6.87,0.8,72.45868803204807,30.28685791,37.89192795,79.5,10.0,38.7,1124.0,241.0,14.5990404386566,58.41737781225756,39.89326217,99.306625577812,1.850582591,63.64617044228695,1.4,1.061068702,63.84256171,103403.0,97.53390875462392,97.69654481722584,1664.0,13103.0,24.0,,,32.62174783,46.13,7.0,60.12212306,50.7,17.17,26.33784655,5.852842809,0.0,0.0,61.76,73.0,0.9671179883945842,8.381689232753063,22.56608639587363,13.53965183752418,0.839622641509434,0.7923076923076923,0.8108108108108109,0.967741935483871,0.1238532110091743,0.7966360856269113,0.0,0.0,24.2221776,1.289490651,3.0,37.55837225,0.3,1479926.0,55.0,21.6,48.49899933,,3.0,0.0,0.0
256,4099.37,41.0,77.3170417172512,9.837904289342536,1.1,3223.0,10.0,4.1,2.0,88.49372384937239,31.51159043,25.95036958817317,14.38753959873284,59.31,23.0,5.82,5.27,6.6,0.3,71.63452536978095,10.65222297,22.22974498,,,,1596.0,160.0,0.0,93.02491103202848,93.31979237,97.13100587625304,,84.18410041841004,1.2,1.193612774,,167037.0,98.77750611246944,96.72346002621232,3075.0,3585.52381,29.0,100.0,,,0.0,2.0,59.38529089,69.7,14.53,2.358358917,10.61668682,0.0,8.45,74.65,77.0,0.0,12.83840357242534,18.699413898967343,13.954786491766676,0.7859778597785978,0.5294117647058824,0.574468085106383,0.8974358974358975,0.1213088587390263,0.6879489225857941,0.0,0.0,,0.27909573,0.0,24.12547958,0.08,477179.0,67.0,0.84,,,3.0,0.0,0.9
257,1189.79,30.0,47.2617862600843,13.46067136637952,1.7,2506.0,15.0,0.0,0.3,81.84263618022865,1.51280557,31.68341092869395,6.714040676304828,39.4,15.68,28.66,4.37,11.89,0.8,48.88256806176351,96.45286686,98.97959184,68.0,7.0,29.1,998.0,150.0,84.1516771998055,42.774193548387096,42.56559767,92.31685527099464,1.166747691,69.06523201075991,1.7,1.282828283,,110016.0,94.16553595658074,93.74238114587568,1752.0,9246.45098,15.0,100.0,,53.35276968,77.25,4.0,45.92391304,38.1,19.13,12.41434905,21.34703196,0.85,7.69,69.23,58.0,1.6122531237404274,11.08424022571544,25.997581620314392,10.882708585247885,0.6846473029045643,0.7470817120622568,0.7647058823529411,0.9411764705882352,0.1162613981762917,0.736322188449848,0.0,0.101419878,12.41658016,0.20153164,0.0,84.25655977,1.12,271462.0,39.0,14.51,48.88241011,,6.0,0.0,0.5
258,826.562,36.1,58.5905516589458,11.721359016165152,1.6,1574.0,37.0,2.8,2.5,92.06349206349206,11.88244914,21.7163239613932,7.742341586235837,13.22,53.27,5.85,3.85,23.8,0.6,14.263565891472869,78.40236686,78.32840237,54.7,7.0,30.7,1026.0,146.0,5.25536639526276,74.28571428571429,83.65384615,98.49476439790575,13.39748335,56.81725681725682,1.6,1.183098592,92.82544379,66372.0,86.21125869702719,93.984496124031,1190.0,3516.3125,49.0,0.0,25.72564103,23.74260355,4.81,4.0,44.61181924,59.7,15.01,49.1206792,28.29354553,3.85,11.54,46.15,65.0,4.851425106124924,19.10248635536689,84.59672528805336,46.08853850818678,0.4423076923076923,0.3173076923076923,0.3333333333333333,0.975,0.1979166666666666,0.5121527777777778,0.369822485,0.0,13.31115553,0.303214069,2.0,73.52071006,0.33,505523.0,47.0,34.26,,,25.0,16.2842339,0.0
259,410.619,27.5,57.400213832015176,13.510189999605467,2.7,1588.0,25.0,0.0,0.5,99.18319719953324,6.024604654,30.64304461942257,1.279527559055118,11.02,68.02,4.13,3.49,13.35,0.5,33.0,99.26739927,97.89377289,67.5,9.0,23.9,808.0,155.0,1.38121546961326,24.52361226180613,55.4029304,89.54005934718101,9.484346225,52.62543757292882,1.4,1.06122449,87.17948718,46692.0,99.03628117913831,76.5,1223.0,4344.590909,56.0,100.0,18.46538462,0.641025641,9.48,6.0,44.76744186,56.5,18.93,38.87775551,38.51239669,2.82,8.45,50.7,66.0,10.02004008016032,24.448897795591183,72.94589178356713,38.07615230460922,0.2950819672131147,0.3055555555555556,0.2647058823529412,0.9285714285714286,0.2313432835820895,0.5945273631840796,0.183150183,0.0,48.92939091,0.400801603,2.0,70.23809524,0.23,969519.0,45.0,34.87,44.5970696,,20.0,0.0,0.0
260,1405.41,32.2,38.85338274845415,25.173510862306102,1.0,1731.0,34.0,5.3,1.2,80.27079303675049,8.766375789,20.37617554858934,17.711598746081506,10.45,70.39,2.21,2.79,14.15,0.1,30.28045574057844,68.90934844,55.66572238,61.6,6.0,29.8,954.0,135.0,15.8119658119658,57.38332058148432,87.25212465,97.2470238095238,24.71509972,63.73307543520309,1.6,1.269230769,99.2917847,38681.0,91.74252275682704,88.47502191060474,1033.0,52276.09412,33.0,100.0,16.87948718,7.648725212,7.12,3.0,49.59427208,49.1,17.04,35.38175047,27.75974026,4.26,7.45,51.06,72.0,7.034967928822677,23.79474446513553,72.62569832402234,32.69190978688185,0.1744186046511628,0.2291666666666666,0.5116279069767442,0.9393939393939394,0.339047619047619,0.5257142857142857,0.283286119,0.0,3.535338894,0.413821643,6.0,53.18696884,3.24,308974.0,57.0,42.0,6.657223796,,20.0,5.413105413,0.0
261,542.659,41.1,62.42053987725931,11.578736575854755,1.6,1744.0,43.0,0.0,2.9,88.64628820960698,0.0,19.14424349360388,15.659461843846492,64.4,7.78,3.04,5.01,19.77,0.2,53.96270396270396,16.72473868,1.509872242,70.8,9.0,24.6,1234.0,147.0,21.0220673635307,82.1256038647343,100.0,100.0,25.08710801,68.0349344978166,1.8,1.115384615,49.82578397,106182.0,98.78706199460916,98.6013986013986,1516.0,,,100.0,0.153846154,1.161440186,0.0,4.0,57.45704467,60.2,14.11,60.46511628,19.3960511,0.0,8.89,66.67,72.0,1.7889087656529514,8.944543828264758,23.25581395348837,31.75313059033989,0.4509803921568627,0.4901960784313725,0.2666666666666666,0.8571428571428571,0.1993355481727574,0.6943521594684385,0.348432056,0.0,17.07143255,0.0,0.0,100.0,0.11,362567.0,42.0,11.18,0.232288037,,8.0,0.0,0.0
262,1012.13,43.9,51.66307554808586,14.1323824898721,1.2,3690.0,32.0,0.0,3.5,87.46518105849582,5.357016153,21.175311884438607,21.01116217990808,76.38,6.01,6.42,4.74,6.45,0.1,73.16322041355038,1.202886929,1.202886929,79.7,8.0,29.3,1633.0,275.0,0.0,96.33187772925764,83.48035285,98.53700516351118,4.166666667,67.87372330547818,1.7,1.122302158,32.31756215,141250.0,97.495183044316,98.81214254289486,1708.0,8689.75,33.0,91.50668772,0.581730769,14.75541299,16.83,3.0,65.66746603,59.6,19.76,38.65468072,6.916426513,0.0,7.94,68.25,79.0,0.6199628022318661,3.7197768133911966,12.709237445753256,11.779293242405457,0.72,0.7619047619047619,0.8,0.9629629629629628,0.1030927835051546,0.770618556701031,0.160384924,0.0,6.66605067,0.619962802,0.0,11.14675221,0.27,223771.0,72.0,15.81,10.58540497,,3.0,0.0,0.0
263,631.236,45.9,48.08309277862092,17.403889460791518,1.7,2674.0,36.0,0.0,4.7,92.68004722550177,0.877203571,24.017467248908297,19.60698689956332,85.03,3.36,3.82,3.86,3.94,0.3,70.43949428055389,38.6654479,41.04204753,75.3,10.0,32.8,1303.0,212.0,10.6751824817518,94.1949616648412,79.79890311,95.80272822665268,4.105839416,61.03896103896104,1.6,1.027027027,85.92321755,125349.0,98.60627177700349,100.0,2038.0,6675.25,28.0,0.0,0.630769231,21.57221207,21.9,4.0,71.43587123,59.0,20.77,49.01582401,7.44558992,0.0,3.7,83.33,82.0,0.0,3.473562331146275,11.96449247394828,18.139714395986104,0.84375,0.8571428571428571,0.6666666666666666,0.9615384615384616,0.0891089108910891,0.768976897689769,0.091407678,0.0,10.11106912,1.15785411,0.0,56.48994516,0.45,,56.0,28.56,7.404021938,,3.0,0.0,0.0
264,319.92,35.6,55.25523860818057,18.06097437906216,3.1,2685.0,26.0,0.0,3.1,100.0,5.379231296,19.69429747207525,5.937683715461493,25.75,57.07,3.99,5.11,8.08,3.1,63.62139917695473,40.52156469,40.52156469,66.2,5.0,39.9,924.0,169.0,0.0,52.424639580602886,38.31494483,89.44900351699883,3.618090452,53.983353151010704,1.8,1.076923077,49.44834504,69500.0,91.44385026737967,96.37860082304528,1285.0,3585.0,31.0,24.45680455,,43.63089268,52.06,7.0,50.87463557,61.3,17.59,30.19291162,9.947643979,1.79,7.14,67.86,72.0,3.140421713772992,11.664423508299686,31.852848811126066,19.29116195603409,0.2444444444444444,0.2926829268292683,0.5333333333333333,0.9,0.1814946619217081,0.5338078291814946,0.902708124,0.0,0.0,0.897263347,0.0,100.0,0.22,254182.0,41.0,34.54,,,13.0,0.0,0.0
